BioSample,Assembly ,variants,Assembly Level,Host Source,Country,Continent,Year,MLST
SAMN42359630,GCA_040694515.1,blaOXA-48,Contig,Human,France,Europe,2020,410
SAMN42359600,GCA_040695185.1,blaOXA-48,Contig,Human,France,Europe,2018,410
SAMN42359599,GCA_040695205.1,blaOXA-48,Contig,Human,France,Europe,2018,410
SAMN42359583,GCA_040695485.1,blaOXA-48,Contig,Human,France,Europe,2018,410
SAMN42359582,GCA_040695605.1,blaOXA-48,Contig,Human,France,Europe,2018,410
SAMN42359780,GCA_040697285.1,blaOXA-48,Contig,Human,France,Europe,2022,410
SAMN42359779,GCA_040697625.1,blaOXA-48,Contig,Human,France,Europe,2022,410
SAMN42365583,GCA_040700465.1,blaOXA-48,Contig,Human,France,Europe,2023,410
SAMN42365562,GCA_040700545.1,blaOXA-48,Contig,Human,France,Europe,2023,410
SAMN42365461,GCA_040700985.1,blaOXA-48,Contig,Human,France,Europe,2023,410
SAMN42365544,GCA_040701285.1,blaOXA-48,Contig,Human,France,Europe,2023,410
SAMN42327992,GCA_040705455.1,blaOXA-48,Contig,Human,France,Europe,2024,1722
SAMN42327993,GCA_040705475.1,blaOXA-48,Contig,Human,France,Europe,2024,1722
SAMN42327989,GCA_040705615.1,blaOXA-48,Contig,Human,France,Europe,2023,1722
SAMN42327988,GCA_040705635.1,blaOXA-48,Contig,Human,France,Europe,2023,1722
SAMN42327980,GCA_040705675.1,blaOXA-48,Contig,Human,France,Europe,2021,1722
SAMN42327976,GCA_040705855.1,blaOXA-48,Contig,Human,France,Europe,2020,1722
SAMN42327979,GCA_040705875.1,blaOXA-48,Contig,Human,France,Europe,2021,1722
SAMN42327978,GCA_040705895.1,blaOXA-48,Contig,Human,France,Europe,2021,1722
SAMN42359530,GCA_041200405.1,blaOXA-48,Contig,Human,France,Europe,2022,540
SAMN42359437,GCA_041202275.1,blaOXA-48,Contig,Human,France,Europe,2022,131
SAMN42359432,GCA_041202425.1,blaOXA-48,Contig,Human,France,Europe,2022,38
SAMN42359387,GCA_041203245.1,blaOXA-48,Contig,Human,France,Europe,2020,7087
SAMN42359338,GCA_041204285.1,blaOXA-48,Contig,Human,France,Europe,2019,227
SAMN42359296,GCA_041206175.1,blaOXA-48,Contig,Human,France,Europe,2018,354
SAMN42359288,GCA_041206305.1,blaOXA-48,Contig,Human,France,Europe,2018,58
SAMN40992283,GCA_043010925.1,blaOXA-48,Contig,Human,France,Europe,2018,12
SAMN40992284,GCA_043016965.1,blaOXA-48,Contig,Human,France,Europe,2018,127
SAMN41399015,GCA_044164365.1,blaOXA-48,Contig,Human,France,Europe,2024,69
SAMN44286716,GCA_048019365.1,blaOXA-48,Contig,Human,France,Europe,2017,617
SAMN44286720,GCA_048019465.1,blaOXA-48,Contig,Human,France,Europe,2018,48
SAMN44286708,GCA_048019585.1,blaOXA-48,Contig,Human,France,Europe,2016,1288
SAMN44786670,GCA_048150725.1,blaOXA-48,Contig,Clinical environment,France,Europe,2021,83
SAMN44786676,GCA_048151105.1,blaOXA-48,Contig,Clinical environment,France,Europe,2021,Unknown
SAMN44786681,GCA_048151225.1,blaOXA-48,Contig,Clinical environment,France,Europe,2021,69
SAMN44786679,GCA_048151725.1,blaOXA-48,Contig,Clinical environment,France,Europe,2021,88
SAMN44786666,GCA_048152625.1,blaOXA-48,Contig,Clinical environment,France,Europe,2021,348
SAMN44786669,GCA_048153845.1,blaOXA-48,Contig,Clinical environment,France,Europe,2021,131
SAMN44786677,GCA_048154105.1,blaOXA-48,Contig,Clinical environment,France,Europe,2021,38
SAMN41652832,GCA_040119795.1,blaOXA-484,Contig,Human,France,Europe,2023,410
SAMN41652827,GCA_040119915.1,blaOXA-484,Contig,Human,France,Europe,2023,410
SAMEA9000047,GCA_026685155.1,blaOXA-484,Contig,Human,France,Europe,2015,131
SAMEA9000007,GCA_026685955.1,blaOXA-484,Contig,Human,France,Europe,2015,104
SAMEA8999958,GCA_026686675.1,blaOXA-484,Contig,Human,France,Europe,2014,131
SAMEA112941504,GCA_031780545.1,blaOXA-484,Contig,Human,France,Europe,2018,167
SAMN39898362,GCA_036688465.1,blaOXA-484,Contig,Human,France,Europe,2018,69
SAMN41130636,GCA_039631445.1,blaOXA-484,Scaffold,Human,France,Europe,2021,1722
SAMN41130638,GCA_039631495.1,blaOXA-484,Scaffold,Human,France,Europe,2021,1722
SAMN41130637,GCA_039631555.1,blaOXA-484,Scaffold,Human,France,Europe,2021,1722
SAMN41130635,GCA_039631575.1,blaOXA-484,Contig,Human,France,Europe,2021,1722
SAMN41652851,GCA_040117485.1,blaOXA-484,Contig,Human,France,Europe,2023,1722
SAMN41652852,GCA_040117495.1,blaOXA-484,Contig,Human,France,Europe,2023,1722
SAMN41652850,GCA_040117525.1,blaOXA-484,Contig,Human,France,Europe,2023,410
SAMN41652845,GCA_040119465.1,blaOXA-484,Contig,Human,France,Europe,2023,410
SAMN41652847,GCA_040119475.1,blaOXA-484,Contig,Human,France,Europe,2023,1722
SAMN41652846,GCA_040119485.1,blaOXA-484,Contig,Human,France,Europe,2023,410
SAMN41652849,GCA_040119495.1,blaOXA-484,Contig,Human,France,Europe,2023,1722
SAMN41652848,GCA_040119505.1,blaOXA-484,Contig,Human,France,Europe,2023,1722
SAMN41652844,GCA_040119565.1,blaOXA-484,Contig,Human,France,Europe,2023,410
SAMN41652843,GCA_040119585.1,blaOXA-484,Contig,Human,France,Europe,2023,1722
SAMN41652842,GCA_040119595.1,blaOXA-484,Contig,Human,France,Europe,2023,Unknown
SAMN41652840,GCA_040119605.1,blaOXA-484,Contig,Human,France,Europe,2023,1722
SAMN41652841,GCA_040119615.1,blaOXA-484,Contig,Human,France,Europe,2023,410
SAMN41652839,GCA_040119665.1,blaOXA-484,Contig,Human,France,Europe,2023,1722
SAMN41652836,GCA_040119685.1,blaOXA-484,Contig,Human,France,Europe,2023,1722
SAMN41652838,GCA_040119695.1,blaOXA-484,Contig,Human,France,Europe,2023,1722
SAMN41652837,GCA_040119705.1,blaOXA-484,Contig,Human,France,Europe,2023,Unknown
SAMN41652835,GCA_040119735.1,blaOXA-484,Contig,Human,France,Europe,2023,1722
SAMN41652834,GCA_040119755.1,blaOXA-484,Contig,Human,France,Europe,2023,1722
SAMN41652831,GCA_040119765.1,blaOXA-484,Contig,Human,France,Europe,2023,410
SAMN41652833,GCA_040119775.1,blaOXA-484,Contig,Human,France,Europe,2023,1722
SAMN41652829,GCA_040119845.1,blaOXA-484,Contig,Human,France,Europe,2023,1722
SAMN41652828,GCA_040119855.1,blaOXA-484,Contig,Human,France,Europe,2023,1722
SAMN41652830,GCA_040119865.1,blaOXA-484,Contig,Human,France,Europe,2023,410
SAMN41652826,GCA_040119905.1,blaOXA-484,Contig,Human,France,Europe,2023,10
SAMN41652823,GCA_040119945.1,blaOXA-484,Contig,Human,France,Europe,2023,1722
SAMN41652824,GCA_040119965.1,blaOXA-484,Contig,Human,France,Europe,2023,410
SAMN41652825,GCA_040119975.1,blaOXA-484,Contig,Human,France,Europe,2023,448
SAMN41652822,GCA_040120005.1,blaOXA-484,Contig,Human,France,Europe,2022,410
SAMN41652821,GCA_040120025.1,blaOXA-484,Contig,Human,France,Europe,2022,410
SAMN41652819,GCA_040120045.1,blaOXA-484,Contig,Human,France,Europe,2022,410
SAMN41652818,GCA_040120055.1,blaOXA-484,Contig,Human,France,Europe,2022,1722
SAMN41652820,GCA_040120065.1,blaOXA-484,Contig,Human,France,Europe,2022,410
SAMN41652816,GCA_040120095.1,blaOXA-484,Contig,Human,France,Europe,2022,1722
SAMN41652817,GCA_040120115.1,blaOXA-484,Contig,Human,France,Europe,2022,410
SAMN41652815,GCA_040120145.1,blaOXA-484,Contig,Human,France,Europe,2022,410
SAMN41652814,GCA_040120155.1,blaOXA-484,Contig,Human,France,Europe,2022,410
SAMN41652813,GCA_040120175.1,blaOXA-484,Contig,Human,France,Europe,2022,410
SAMN41652811,GCA_040120195.1,blaOXA-484,Contig,Human,France,Europe,2022,410
SAMN41652812,GCA_040120215.1,blaOXA-484,Contig,Human,France,Europe,2022,410
SAMN41652809,GCA_040120235.1,blaOXA-484,Contig,Human,France,Europe,2022,410
SAMN41652810,GCA_040120265.1,blaOXA-484,Contig,Human,France,Europe,2022,410
SAMN41652808,GCA_040120275.1,blaOXA-484,Contig,Human,France,Europe,2022,410
SAMN41652807,GCA_040120305.1,blaOXA-484,Contig,Human,France,Europe,2022,410
SAMN41652806,GCA_040120315.1,blaOXA-484,Contig,Human,France,Europe,2021,410
SAMN41652805,GCA_040120345.1,blaOXA-484,Contig,Human,France,Europe,2021,410
SAMN41652803,GCA_040120355.1,blaOXA-484,Contig,Human,France,Europe,2021,1722
SAMN41652804,GCA_040120375.1,blaOXA-484,Contig,Human,France,Europe,2021,410
SAMN41652801,GCA_040120405.1,blaOXA-484,Contig,Human,France,Europe,2018,167
SAMN41652802,GCA_040120425.1,blaOXA-484,Contig,Human,France,Europe,2021,410
SAMN41652800,GCA_040120435.1,blaOXA-484,Contig,Human,France,Europe,2018,69
SAMN41656044,GCA_040137575.1,blaOXA-484,Contig,Human,France,Europe,2023,1722
SAMN41656042,GCA_040137625.1,blaOXA-484,Contig,Human,France,Europe,2023,410
SAMN41656041,GCA_040137645.1,blaOXA-484,Contig,Human,France,Europe,2023,1722
SAMN41656037,GCA_040137665.1,blaOXA-484,Contig,Human,France,Europe,2023,405
SAMN41656038,GCA_040137685.1,blaOXA-484,Contig,Human,France,Europe,2023,131
SAMN41656040,GCA_040137705.1,blaOXA-484,Contig,Human,France,Europe,2023,1722
SAMN41656039,GCA_040137725.1,blaOXA-484,Contig,Human,France,Europe,2023,1722
SAMN41656035,GCA_040137745.1,blaOXA-484,Contig,Human,France,Europe,2022,2705
SAMN41656036,GCA_040137765.1,blaOXA-484,Contig,Human,France,Europe,2023,448
SAMN42359463,GCA_041201695.1,blaOXA-484,Contig,Human,France,Europe,2022,410
SAMN42359466,GCA_041201725.1,blaOXA-484,Contig,Human,France,Europe,2022,410
SAMN42359459,GCA_041201785.1,blaOXA-484,Contig,Human,France,Europe,2022,410
SAMN40547090,GCA_037623275.1,blaOXA-162,Contig,Clinical environment,Germany,Europe,Unknown,10
SAMN39646504,GCA_043834915.1,blaOXA-181,Contig,Human,Germany,Europe,2019,940
SAMN39464643,GCA_036034925.1,blaOXA-181,Contig,Human,Germany,Europe,2021,410
SAMN39464604,GCA_036036605.1,blaOXA-181,Contig,Human,Germany,Europe,2021,167
SAMN39464567,GCA_036038295.1,blaOXA-181,Contig,Human,Germany,Europe,2021,940
SAMN40547091,GCA_037670945.1,blaOXA-181,Contig,Clinical environment,Germany,Europe,Unknown,10
SAMN40904944,GCA_039581565.1,blaOXA-181,Contig,Clinical environment,Germany,Europe,Unknown,10
SAMN39646654,GCA_043830095.1,blaOXA-181,Contig,Human,Germany,Europe,2019,3268
SAMN39646597,GCA_043831935.1,blaOXA-181,Contig,Human,Germany,Europe,2019,10
SAMN39646474,GCA_043835555.1,blaOXA-181,Contig,Human,Germany,Europe,2019,656
SAMN46759214,GCA_048034835.1,blaOXA-181,Contig,Human,Germany,Europe,2017,354
SAMN39646487,GCA_043835225.1,blaOXA-244,Contig,Human,Germany,Europe,2019,167
SAMN38909715,GCA_035972895.1,blaOXA-244,Complete Genome,Human,Germany,Europe,2014,3541
SAMN38909716,GCA_035973695.1,blaOXA-244,Complete Genome,Human,Germany,Europe,2017,227
SAMN38909719,GCA_035974095.1,blaOXA-244,Complete Genome,Human,Germany,Europe,2019,5051
SAMN38909720,GCA_035974115.1,blaOXA-244,Complete Genome,Human,Germany,Europe,2019,38
SAMN38909717,GCA_035974135.1,blaOXA-244,Complete Genome,Human,Germany,Europe,2019,38
SAMN38909718,GCA_035974155.1,blaOXA-244,Complete Genome,Human,Germany,Europe,2019,38
SAMN21438387,GCA_042916205.1,blaOXA-244,Contig,Human,Germany,Europe,2020,38
SAMEA115918967,GCA_043708525.1,blaOXA-244,Contig,Human,Germany,Europe,2023,8881
SAMEA115918946,GCA_043785695.1,blaOXA-244,Contig,Human,Germany,Europe,2023,69
SAMEA115918826,GCA_043788665.1,blaOXA-244,Contig,Human,Germany,Europe,2023,10
SAMEA115919048,GCA_043791575.1,blaOXA-244,Contig,Human,Germany,Europe,2023,38
SAMN39646696,GCA_043828585.1,blaOXA-244,Contig,Human,Germany,Europe,2019,38
SAMN39646627,GCA_043830805.1,blaOXA-244,Contig,Human,Germany,Europe,2019,38
SAMN39646624,GCA_043830915.1,blaOXA-244,Contig,Human,Germany,Europe,2019,131
SAMN39646506,GCA_043834895.1,blaOXA-244,Contig,Human,Germany,Europe,2020,38
SAMN39646492,GCA_043835155.1,blaOXA-244,Contig,Human,Germany,Europe,2019,131
SAMN39646479,GCA_043835425.1,blaOXA-244,Contig,Human,Germany,Europe,2019,38
SAMN39646472,GCA_043835595.1,blaOXA-244,Contig,Human,Germany,Europe,2019,131
SAMN39646466,GCA_043835735.1,blaOXA-244,Contig,Human,Germany,Europe,2019,38
SAMN39646658,GCA_043830025.1,blaOXA-48,Contig,Human,Germany,Europe,2019,617
SAMN38610602,GCA_034424275.1,blaOXA-48,Complete Genome,Human,Germany,Europe,2020,38
SAMN40547089,GCA_037622975.1,blaOXA-48,Contig,Clinical environment,Germany,Europe,Unknown,10
SAMN40547087,GCA_037623055.1,blaOXA-48,Contig,Clinical environment,Germany,Europe,Unknown,10
SAMN40547085,GCA_037623175.1,blaOXA-48,Contig,Clinical environment,Germany,Europe,Unknown,10
SAMN40547083,GCA_037623215.1,blaOXA-48,Contig,Clinical environment,Germany,Europe,Unknown,10
SAMN40547077,GCA_037623815.1,blaOXA-48,Contig,Clinical environment,Germany,Europe,Unknown,10
SAMN40547081,GCA_037670985.1,blaOXA-48,Contig,Clinical environment,Germany,Europe,Unknown,10
SAMN40547079,GCA_037671025.1,blaOXA-48,Contig,Clinical environment,Germany,Europe,Unknown,10
SAMN40904942,GCA_039581585.1,blaOXA-48,Contig,Clinical environment,Germany,Europe,Unknown,10
SAMN39646629,GCA_043830685.1,blaOXA-48,Contig,Human,Germany,Europe,2020,10
SAMN39646623,GCA_043830935.1,blaOXA-48,Contig,Human,Germany,Europe,2019,56
SAMN39646515,GCA_043834655.1,blaOXA-48,Contig,Human,Germany,Europe,2019,58
SAMN46759092,GCA_048032115.1,blaOXA-48,Contig,Human,Germany,Europe,2016,Unknown
SAMN46759130,GCA_048036915.1,blaOXA-48,Contig,Human,Germany,Europe,2018,62
SAMN15455438,GCA_014826015.1,blaOXA-484,Complete Genome,Human,Germany,Europe,2019,410
SAMEA115919055,GCA_043780795.1,blaOXA-484,Contig,Human,Germany,Europe,2023,617
SAMEA116350313,GCA_964330895.1,blaOXA-181,Scaffold,Human,Ireland,Europe,2022,131
SAMN42056363,GCA_047456045.1,blaOXA-181,Complete Genome,Animal,Ireland,Europe,2022,4450
SAMEA116350324,GCA_964330695.1,blaOXA-181,Scaffold,Human,Ireland,Europe,2019,131
SAMEA116350301,GCA_964331215.1,blaOXA-181,Scaffold,Human,Ireland,Europe,2023,131
SAMEA116350314,GCA_964330415.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2016,131
SAMEA116350288,GCA_964330535.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2024,131
SAMEA116350336,GCA_964330565.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2020,131
SAMEA116350335,GCA_964330575.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2020,131
SAMEA116350351,GCA_964331015.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2021,131
SAMEA116350307,GCA_964331125.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2016,131
SAMEA116350302,GCA_964331165.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2021,131
SAMN39434747,GCA_036687395.1,blaOXA-48,Complete Genome,Environment,Ireland,Europe,2018,540
SAMN39530253,GCA_046937505.1,blaOXA-48,Contig,Environment,Ireland,Europe,2020,38
SAMEA116348272,GCA_964314885.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2024,131
SAMEA116348271,GCA_964315055.1,blaOXA-48,Contig,Human,Ireland,Europe,2016,131
SAMEA116348269,GCA_964316955.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2023,131
SAMEA116348270,GCA_964317025.1,blaOXA-48,Contig,Human,Ireland,Europe,2022,131
SAMEA116350317,GCA_964330405.1,blaOXA-48,Contig,Human,Ireland,Europe,2022,131
SAMEA116350365,GCA_964330425.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350305,GCA_964330435.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2021,131
SAMEA116350304,GCA_964330445.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350264,GCA_964330455.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2023,131
SAMEA116350323,GCA_964330475.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2024,131
SAMEA116350282,GCA_964330485.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2020,131
SAMEA116350263,GCA_964330495.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350325,GCA_964330505.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350280,GCA_964330515.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2024,131
SAMEA116350266,GCA_964330545.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350327,GCA_964330555.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2017,131
SAMEA116350272,GCA_964330585.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2021,131
SAMEA116350337,GCA_964330595.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350274,GCA_964330605.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2021,131
SAMEA116350330,GCA_964330615.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350334,GCA_964330625.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2021,131
SAMEA116350285,GCA_964330635.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2020,131
SAMEA116350284,GCA_964330645.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2021,131
SAMEA116350265,GCA_964330655.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350275,GCA_964330665.1,blaOXA-48,Contig,Human,Ireland,Europe,2021,131
SAMEA116350286,GCA_964330675.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350329,GCA_964330685.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2021,131
SAMEA116350268,GCA_964330705.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2018,131
SAMEA116350293,GCA_964330715.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2021,131
SAMEA116350298,GCA_964330725.1,blaOXA-48,Scaffold,Human,Ireland,Europe,Unknown,131
SAMEA116350296,GCA_964330735.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2024,131
SAMEA116350300,GCA_964330745.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2023,131
SAMEA116350316,GCA_964330755.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350367,GCA_964330765.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2017,131
SAMEA116350366,GCA_964330785.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2023,131
SAMEA116350369,GCA_964330795.1,blaOXA-48,Contig,Human,Ireland,Europe,2022,131
SAMEA116350368,GCA_964330815.1,blaOXA-48,Scaffold,Human,Ireland,Europe,Unknown,131
SAMEA116350312,GCA_964330825.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2023,131
SAMEA116350310,GCA_964330835.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2016,131
SAMEA116350358,GCA_964330845.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350270,GCA_964330855.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2023,131
SAMEA116350269,GCA_964330865.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2020,131
SAMEA116350356,GCA_964330875.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350311,GCA_964330885.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2017,131
SAMEA116350309,GCA_964330905.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2020,131
SAMEA116350318,GCA_964330915.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2024,131
SAMEA116350320,GCA_964330925.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2017,131
SAMEA116350271,GCA_964330935.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350319,GCA_964330945.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350321,GCA_964330955.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2023,131
SAMEA116350262,GCA_964330965.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2021,131
SAMEA116350297,GCA_964330975.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350267,GCA_964330995.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2019,131
SAMEA116350291,GCA_964331005.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2023,131
SAMEA116350322,GCA_964331025.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350306,GCA_964331035.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2019,131
SAMEA116350303,GCA_964331055.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2021,131
SAMEA116350362,GCA_964331065.1,blaOXA-48,Contig,Human,Ireland,Europe,2022,131
SAMEA116350338,GCA_964331085.1,blaOXA-48,Contig,Human,Ireland,Europe,2020,131
SAMEA116350363,GCA_964331095.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350341,GCA_964331105.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2021,131
SAMEA116350308,GCA_964331115.1,blaOXA-48,Contig,Human,Ireland,Europe,2022,131
SAMEA116350294,GCA_964331135.1,blaOXA-48,Contig,Human,Ireland,Europe,2016,131
SAMEA116350357,GCA_964331145.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2017,131
SAMEA116350346,GCA_964331155.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2023,131
SAMEA116350361,GCA_964331175.1,blaOXA-48,Contig,Human,Ireland,Europe,2016,131
SAMEA116350359,GCA_964331185.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2020,131
SAMEA116350344,GCA_964331195.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350343,GCA_964331205.1,blaOXA-48,Contig,Human,Ireland,Europe,2022,131
SAMEA116350353,GCA_964331225.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350360,GCA_964331235.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2016,131
SAMEA116350345,GCA_964331245.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2021,131
SAMEA116350354,GCA_964331255.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350355,GCA_964331995.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2018,131
SAMEA116350326,GCA_964332015.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2019,131
SAMEA116350279,GCA_964332025.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2020,131
SAMEA116350331,GCA_964332035.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350348,GCA_964332045.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350277,GCA_964332065.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2019,131
SAMEA116350295,GCA_964332095.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2018,131
SAMEA116350299,GCA_964332115.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2020,131
SAMEA116350273,GCA_964332125.1,blaOXA-48,Scaffold,Human,Ireland,Europe,Unknown,131
SAMEA116350342,GCA_964332135.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2020,131
SAMEA116350332,GCA_964332155.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2019,131
SAMEA116350340,GCA_964332175.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2019,131
SAMEA116350339,GCA_964332225.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2018,131
SAMEA116350276,GCA_964332235.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2018,131
SAMEA116350349,GCA_964332245.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2020,131
SAMEA116350352,GCA_964332255.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2019,131
SAMEA116350292,GCA_964332275.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2022,131
SAMEA116350347,GCA_964332285.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2020,131
SAMEA116350283,GCA_964332295.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2020,131
SAMEA116350328,GCA_964332315.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2020,131
SAMEA116350315,GCA_964332345.1,blaOXA-48,Scaffold,Human,Ireland,Europe,2018,131
SAMN45881480,GCA_048044295.1,blaOXA-181,Contig,Human,Italy,Europe,2024,940
SAMN45881476,GCA_048041435.1,blaOXA-181,Contig,Human,Italy,Europe,2024,940
SAMN45881467,GCA_048042635.1,blaOXA-244,Contig,Human,Italy,Europe,2024,38
SAMN45881427,GCA_048042735.1,blaOXA-48,Contig,Human,Italy,Europe,2024,69
SAMN45114950,GCA_045799675.1,blaOXA-181,Contig,Human,France,Europe,2019,44
SAMN45114949,GCA_045799815.1,blaOXA-181,Contig,Human,France,Europe,2019,44
SAMN45114970,GCA_045800255.1,blaOXA-181,Contig,Human,France,Europe,2020,410
SAMN45114908,GCA_045800935.1,blaOXA-181,Contig,Human,France,Europe,2016,410
SAMN45114909,GCA_045801035.1,blaOXA-181,Contig,Human,France,Europe,2016,3835
SAMN45114991,GCA_045799585.1,blaOXA-181,Contig,Human,France,Europe,2020,410
SAMN45114974,GCA_045800045.1,blaOXA-181,Contig,Human,France,Europe,2020,Unknown
SAMN45114954,GCA_045800355.1,blaOXA-181,Contig,Human,France,Europe,2019,46
SAMEA115553150,GCA_044034865.1,blaOXA-181,Contig,Human,Netherlands,Europe,2018,38
SAMEA115553149,GCA_044201535.1,blaOXA-181,Contig,Human,Netherlands,Europe,2018,38
SAMN39950677,GCA_042915005.1,blaOXA-181,Contig,Human,Netherlands,Europe,2023,410
SAMN39950604,GCA_042915755.1,blaOXA-181,Contig,Human,Netherlands,Europe,2023,40
SAMN39950647,GCA_042916085.1,blaOXA-181,Contig,Human,Netherlands,Europe,2023,88
SAMEA13657376,GCA_043628745.1,blaOXA-181,Contig,Human,Netherlands,Europe,2018,617
SAMEA13657370,GCA_043628825.1,blaOXA-181,Contig,Human,Netherlands,Europe,2019,617
SAMN39950685,GCA_042915065.1,blaOXA-244,Contig,Human,Netherlands,Europe,2023,69
SAMN39950437,GCA_042915695.1,blaOXA-244,Contig,Human,Netherlands,Europe,2022,131
SAMN39950468,GCA_042915955.1,blaOXA-244,Contig,Human,Netherlands,Europe,2023,167
SAMN39950544,GCA_042917095.1,blaOXA-244,Contig,Human,Netherlands,Europe,2023,405
SAMN39950471,GCA_042917425.1,blaOXA-244,Contig,Human,Netherlands,Europe,2023,156
SAMN39950586,GCA_042917485.1,blaOXA-244,Contig,Human,Netherlands,Europe,2023,10
SAMN39950627,GCA_042917545.1,blaOXA-244,Contig,Human,Netherlands,Europe,2023,13730
